fwe.lower,aqem.code,gen,sp,streamzone_euc,streamzone_hyc,streamzone_erh,streamzone_mrh,streamzone_hrh,streamzone_epo,streamzone_mpo,streamzone_hpo,streamzone_lit,streamzone_pro,tachlong_cr,tachlong_er,tachlong_mr,tachlong_hr,tachlong_ep,tachlong_mp,tachlong_est,tachlong_out,tachtrans_rich,tachtrans_bcsa,tachtrans_ppdsa,tachtrans_mapb,tachtrans_tmpw,tachtrans_lake,tachtrans_gw,tachalt_low,tachalt_pie,tachalt_alt,tachsub_fbcp,tachsub_grvl,tachsub_sand,tachsub_silt,tachsub_macp,tachsub_micp,tachsub_twro,tachsub_odli,tachsub_mud,currpref_lib,currpref_lip,currpref_lrp,currpref_rlp,currpref_rhp,currpref_rhb,currpref_ind,tachcurr_null,tachcurr_slow,tachcurr_medium,tachcurr_fast,tachtemp_psy,tachtemp_the,tachtemp_eut,tachph_less4,tachph_4to4.5,tachph_4.5to5,tachph_5to5.5,tachph_5.5to6,tachph_gre6,tachsal_frw,tachsal_brw,tachsap_x,tachsap_o,tachsap_b,tachsap_a,tachsap_p,tachtroph_oli,tachtroph_meso,tachtroph_eu,feedingtype_gra,feedingtype_min,feedingtype_xyl,feedingtype_shr,feedingtype_gat,feedingtype_aff,feedingtype_pff,feedingtype_pre,feedingtype_par,feedingtype_oth,tachfood_mior,tachfood_detl1,tachfood_dpg1,tachfood_limi,tachfood_lima,tachfood_dag1,tachfood_lmic,tachfood_lmac,tachfood_vert,tachfeed_abs,tachfeed_dpf,tachfeed_shr,tachfeed_scr,tachfeed_fif,tachfeed_pie,tachfeed_pre,tachfeed_par,locotype_sws,locotype_swd,locotype_bub,locotype_spw,locotype_ses,locotype_oth,tachloco_flr,tachloco_ssw,tachloco_wsw,tachloco_crw,tachloco_bur,tachloco_int,tachloco_tat,tachloco_pat,tachrespir_teg,tachrespir_gil,tachrespir_pls,tachrespir_spi,tachrespir_ves,tachsize_less0.25,tachsize_0.25to0.5,tachsize_0.5to1,tachsize_1to2,tachsize_2to4,tachsize_4to8,tachsize_gre8,tachresis_egg,tachresis_coc,tachresis_hou,tachresis_did,tachresis_non,tachdisp_aquapass,tachdisp_aquaact,tachdisp_aerpass,tachdisp_aeract,tachaqua_egg,tachaqua_larva,tachaqua_nymph,tachaqua_adult,tachlong_less1,tachlong_gre1,tachcycle_less1,tachcycle_one,tachcycle_gre1,tachrepro_ovo,tachrepro_fie,tachrepro_cie,tachrepro_fic,tachrepro_frc,tachrepro_vec,tachrepro_tec,tachrepro_ase
Silo sp.,6836,Silo,sp.,1.5,2.833333333,2.833333333,1.5,1,0.333333333,0,0,0,0,2,5,2,4,1,0,0,0,2,2,0,0,0,0,0,3,1,0,5,2,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,3,2,2,0,0,0,0,0,1,1,3,3,0,1,2,3,0,0,3,2,1,9,0,0,0,1,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,2,1,2,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,1,1,1,2,3,3,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0
Clinocerinae Gen. sp.,19847,NA,NA,0,0,0,2,5,3,0,0,0,0,2,2,2,2,1,1,0,0,2,2,0,1,0,0,0,2,2,2,4,3,1,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,2,3,3,3,3,1,1,1,3,1,0,1,3,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,5,5,0,0,0,0,0,2,1,1,0,0,1,0,0,1,0,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,1,1,0,3,0,3,3,0,3,0,0,3,1,0,0,0,0,0,0,3,0
Corixidae Gen. sp.,8491,NA,NA,0,0,0,1,2,2,2,3,0,0,0,0.5,1,1,0,0,0,3.5,0.5,2,2,0,0,2.5,0,3,0.5,0,2,1,1,0.5,2.5,0,0,2.5,1.5,0,0,1,0,0,0,0,2,1,0.5,0,NA,NA,NA,0,0,1,2,2,3,2.5,2,0,1,1,2,0,1.5,1,2,2,3,0,0,5,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,3,2,0,3,0,0,0,5,0,0,0,5,0.5,0,4,1,0,0,0,0,1,0,1.5,2,0,1.5,0.5,1.5,0,0,0,0,0,0,0,1,0,1.5,1.5,0,1,3,3,0,2.5,3,0,0,0.5,1.5,0,0,2,2.5,0,0,0,0
Haliplus sp.,9537,Haliplus,sp. Ad.,0,0,0.0625,0.25,0.5625,0.875,1.0625,0,7.1875,0,0,0,0,0,0,0,0,5,0,2,3,2,0,1,0,3,2,1,1,1,1,3,3,0,0,0,2,1,0,0,0,0,0,0,3,2,1,0,1,0,0,0,1,1,2,3,3,3,1,0,1,3,1,0,1,3,3,2,4,0,1,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,3,0,0,0,2,0,6,0,2,1,0,3,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,1,1,0,3,3,3,0,2,1,3,0,1,3,0,0,0,0,0,3,0,0
Simulium (Nevermannia) sp.,9752,Simulium,(Nevermannia) sp.,0.113636364,1.454545455,2.681818182,2.068181818,1.386363636,1.454545455,0.568181818,0.272727273,0,0,1,2,2,2,0.5,0.5,0,0.5,5,2.5,0.5,0,1,0,0,1,2.5,1.5,4,0.5,0,0,4.5,0,1,1,0,0,0,0,0,1,0,0,0,0.5,2,2.5,2.5,2,3,0.5,0.5,1.5,2.5,2,2.5,3,0,1,2.5,3,0.5,0,2,1.5,0.5,0,0,0,0,0,0,10,0,0,0,0,2.5,0,1,0,0,0.5,0,0,0,0,0,1,3,0,0,0,0,0,0,0,10,0,0,0,0,2,0,1,4,0,3,1,0,1.5,0,0,1,2,0,0,0,0,1,0,0,1,0,2,1.5,3,1,2,3,3,0,3,0.5,0,2,3,0,1,0,3,1,0,1,0
Erpobdella sp.,5160,Erpobdella,sp.,0.2,0.4,1.2,1.4,1.4,1.4,2,1,0.8,0.2,1,3,3,3,4,4,0,3,3,4,2,2,0,2,0,3,0,0,4,2,2,1,3,0,1,2,2,0,0,0.5,0,0.25,0,0.25,1,1,3,2,NA,NA,NA,0,0,1,2,2,3,3,1,0,0,2,3,1,0,3,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,3,0,0,1.5,0,6,2.5,0,0,0,1,3,1,0,1,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,1,1,0,3,3,0,2,1,3,1,3,0,0,0,0,3,0,0,0,0
Oligochaeta Gen. sp.,8736,Oligochaeta,Gen. sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brachycentrus sp.,4480,Brachycentrus,sp.,0,0,0.666666667,3,4,2.333333333,0,0,0,0,1,3,4,2,2,1,1,0,2,2,1,0,0,0,0,3,1,0,4,2,0,1,4,0,3,0,0,0,0,0,0,0,1,0,0,2,3,1,3,0,0,0,0,0,0,0,3,3,0,1,2,3,1,0,2,1,1,2,0,0,0,0,0,5,3,0,0,0,1,1,2,3,0,2,0,0,0,0,2,2,3,0,1,0,0,0,0,10,0,0,0,0,0,2,0,0,3,0,3,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0,1,1,2,3,3,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0
Dixa sp.,4989,Dixa,sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,1,0,0,0,1,2,3,1,0,0,1,0,2,1,0,4,0,0,0,3,0,1,3,0,0,0,0,1,0,0,0,0,1,3,1,3,0,0,0,0,0,1,3,3,3,0,0,3,0,0,0,3,0,0,0,0,0,0,3,7,0,0,0,0,0,3,0,4,0,0,1,0,0,0,0,1,0,3,0,1,0,0,3,0,7,0,0,0,3,1,1,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,2,0,3,1,1,0,2,3,2,0,3,0,0,3,0,0,0,0,3,1,0,1,0
Tipula sp.,7077,Tipula,sp.,0,0,1,1,1,0,0,0,7,0,1,2,1,1,1,1,1,3,0,4,3,2,3,2,0,2,2,0,2,2,1,1,4,0,2,4,2,0,1,0,0,0,0,0,3,2,1,0,1,0,0,2,2,2,3,3,2,3,2,2,3,3,1,0,3,2,1,0,0,0,6,4,0,0,0,0,0,0,2,4,2,2,0,1,2,0,0,2,3,0,0,0,2,0,0,0,10,0,0,0,0,0,0,1,4,0,0,0,2,1,0,3,0,0,0,0,0,3,2,0,0,2,0,0,2,0,1,0,1,2,2,2,0,2,3,1,3,1,0,3,0,0,0,0,1,0
Gammarus sp.,5293,Gammarus,sp.,0.125,0.25,0.375,0.875,1.125,0.875,0.5,4.25,0.375,1.25,2,2,2,2,2,2,2,1,3,4,1,0,1,2,0,3,3,0,5,3,2,1,3,2,4,4,0,0,0,0,0.6,0.3,0,0.1,1,2,3,1,1,0,0,1,1,2,2,2,3,3,1,1,2,3,2,0,3,3,0,0,0,0,6,2,0,0,0,0,2,0,1,5,2,1,2,2,1,0,0,0,3,1,0,0,0,0,0,5,0,5,0,0,0,0,2,3,0,1,0,0,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,3,2,0,0,3,3,0,3,1,3,0,0,3,3,0,0,0,0,0,0,0
Laccobius sp.,9586,Laccobius,sp. Ad.,0,0.777777778,0.111111111,0.222222222,0.444444444,0.666666667,0.777777778,0.111111111,6.888888889,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,3,0,0,0,0,0,1,3,3,0,3,3,0,0,1,0,0,0,0,3,1,0,0,NA,NA,NA,0,0,1,1,1,3,3,1,0,1,3,3,1,0,1,3,2,2,0,1,2,0,0,3,0,0,0,0,0,3,0,0,3,1,0,0,0,3,0,0,0,1,0,0,0,0,10,0,0,1,0,3,3,0,0,0,0,1,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,3,1,1,0,3,3,3,0,2,1,3,0,3,1,0,0,0,3,0,0,0,0
Heptagenia sp.,5456,Heptagenia,sp.,0,0,0,1,2,4,2,0,1,0,0,1,2,4,4,1,0,1,4,2,0,0,0,2,0,3,0,0,5,2,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,2,3,2,1.333333333,0.333333333,0,1,1,1,2,2,3,3,0,0,1,3,1,0,0,3,1,5,0,0,0,5,0,0,0,0,0,1,2,2,3,1,0,0,0,0,0,1,2,3,0,0,0,0,0,3,0,7,0,0,0,0,1,5,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,2,2,3,1,1,3,3,3,0,0,3,1,1,3,0,0,1,2,0,0,0,0,0
Chrysops sp.,9324,Chrysops,sp.,0,0,0,0,0,0,0,0,10,0,1,2,2,2,3,2,2,2,0,3,4,3,2,3,0,3,1,0,0,1,3,0,3,0,0,4,4,0,1,0,0,0,0,0,2,2,1,0,0,1,0,1,1,1,1,1,3,3,1,0,2,3,2,0,0,2,2,0,0,0,0,10,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,1,0,0,3,0,0,0,0,5,5,0,0,0,1,0,2,5,0,0,0,0,0,0,3,0,0,0,0,0,3,1,0,0,0,0,1,3,0,1,0,3,1,2,0,0,3,0,0,3,0,0,0,0,3,0,0,2,0
Hygrotus sp.,11967,Hygrotus,sp. Ad.,0,0,0,0,0,0.375,1.5,0,8.125,0,0,0,0,0,0,0,0,5,0,0,3,3,0,1,0,3,0,0,0,0,0,0,3,0,0,3,3,0,1,0,0,0,0,0,3,0,0,0,1.4,0,0,1,1,1,1,3,3,3,1,0,1,2,2,0,0,1,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,3,0,0,0,3,0,0,3,0,0,0,4,0,4,0,2,1,0,3,3,0,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,3,3,3,0,2,1,3,0,1,3,0,0,0,3,0,0,0,0
Calopteryx sp.,4531,Calopteryx,sp.,0,0,0,1,3.5,4,1.5,0,0,0,1,1,3,3,3,3,0,2,1,3,1,2,0,3,0,3,2,0,2,3,1,1,4,0,4,4,1,0,0,0,0,1,0,0,1,2,2,1,NA,NA,NA,0,0,0,3,3,3,3,0,0,1,3,2,0,2,3,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,5,0,5,0,0,0,0,1,4,0,0,0,0,1,3,0,0,0,0,0,0,1,3,1,0,0,0,0,2,2,2,1,0,2,3,3,0,0,2,2,1,3,0,0,0,0,0,0,3,0,0
Lype sp.,8847,Lype,sp.,0,0.5,2,2.5,2,1.5,0,0,1.5,0,2,2,2,2,1,0,1,1,0,3,1,0,0,1,0,3,1,0,4,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,3,1,0,0,1,0,1,1,1,1,2,3,3,1,0,1,3,1,0,0,2,2,8,0,2,0,0,0,0,0,0,0,0,2,3,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,5,5,0,0,0,0,2,0,0,3,1,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,1,1,1,1,3,3,3,0,3,0,0,0,3,0,0,0,3,0,0,0,0
Psychomyiidae Gen. Sp.,6663,NA,NA,0.88,2.08,2.5,2.06,1.34,0.62,0.22,0.06,0.24,0,1.2,2.2,1.6,2.4,1.4,0.8,0.8,1.2,1,2.8,0.4,0,0.2,1.6,0,2.4,0.8,0,4.2,0.6,0.4,0,0.8,0,2,0.2,0,0,0,0,1,0,0,0,0.8,3,1,0.4,0,1,0,0.333333333,0.333333333,1,1.333333333,2,3,3,0.2,0.25,1.25,2.25,1.25,0,0.25,2,1.25,8,0,0,0,1,0,1,0,0,0,0,1.8,0.6,3,0.4,0,0.8,0.2,0,0,0.4,0,3,1.4,0,0.2,0,0,0,0,10,0,0,0,0,0,2,0,0,3,0.6,3,0,0,0,0,0,0.4,3,0.4,0,0,0,0,0,0,0,3,1.2,1,1,1,3,3,3,0,3,0,0,0.6,2.8,0,0,0,3,0,0,0,0
Limnephilini Gen. sp.,13126,NA,NA,1.312977099,2.175572519,2.057251908,1.309160305,0.629770992,0.354961832,0.167938931,0.034351145,1.950381679,0.007633588,1.1875,2.8125,2.5625,1.25,0.5625,0.3125,0.125,1.375,1.1875,1.125,0.75,0.5,0.625,1.0625,0,2.125,1.375,0.5,2.125,0.875,0.5625,0.0625,1.6875,0.1875,0.1875,1.75,0.3125,0.14010989,0.096153846,0.074175824,0.263736264,0.395604396,0.013736264,0.016483516,0.9375,2.0625,1.25,1.5,1.75,0,0,0,0,1,2.2,2.466666667,2.933333333,3,0.125,1.3125,2.5625,1.8125,0.375,0,1.833333333,0.75,0.25,2.664233577,0,0,4.751824818,0.481751825,0,0.167883212,1.934306569,0,0,0.0625,0.125,2.375,1.375,2.125,0,0.0625,0.5625,0,0,0.125,2.75,1,0,0,0.1875,0,0,0.09375,0.21875,5.84375,3.75,0.09375,0,0,0,5,0,0,0,0,2.375,2.125,0,0,0,0,0,0.5,2.125,1.125,0,0,0,0,0,1.1,2.1,0.5,1.8125,0,2.1875,2.5,3,2.875,0,1.75,0.1875,0.230769231,3,0,0,0,0,1.875,0,0,0.5,0
Lumbricidae Gen. sp.,5900,NA,NA,0,1,1.5,1.5,1.5,1.5,0.5,0.5,2,0,1,1.5,2,2,0.5,0.5,0,0,0,3,0,0,0.5,0.5,0,1.5,1,0.5,1.5,1.5,0.5,0.5,3.5,0,1,1,2,0,0,0,0,0,0,1,2,2,1,1,3,0,0,0.5,0.5,1,3,3,2.5,3,0,0,0.5,2,0.5,0,1,0.5,1,0,0,0,0,10,0,0,0,0,0,1,3,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,2,0,0,0,2,2,0,2,0,1,0,3,0,0,0,0,3,0,0,0,0
Sphaeriidae Gen. sp.,8429,NA,NA,0.090909091,0.136363636,0.227272727,0.5,0.818181818,2.090909091,2.272727273,0,3.363636364,0.5,0.666666667,1,1.333333333,2,2.666666667,2.666666667,0,2,0,2.333333333,1.666666667,0.666666667,0.666666667,1,0,3,0.666666667,0.666666667,1.666666667,0.333333333,4,2.666666667,2.333333333,0.666666667,0.333333333,1,4,0.125,0.083333333,0.291666667,0.25,0.166666667,0,0.083333333,2.333333333,2,0.666666667,0,1,0,0,0,0.333333333,1.333333333,2.333333333,3,3,3,1,0,1.666666667,2.333333333,2,0,1.666666667,2.333333333,1,0,0,0,0,0,10,0,0,0,0,0,3,0,5,0.666666667,0,2,0,0,0,0,0,0,3,0,0,0,0,0,3.1,2.8,4.1,0,0,0,0,1,4,0.333333333,2,0,1,3,0,0,0,0,1,1.666666667,1.333333333,0.333333333,0,0,0.333333333,0,0,1,0,2.666666667,1,1,0,3,3,0,3,1.333333333,3,0,3,3,3,0,0,0,0,0,0,0
Pedicia sp.,6354,Pedicia,sp.,0,0,1,3,3,1,0,0,2,0,1,1,1,1,0,0,1,0,0,3,2,2,0,1,0,3,1,1,2,3,3,2,1,0,1,3,2,0,0,0,1,0,0,0,1,2,1,1,1,0,1,1,1,3,3,3,3,3,0,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,0,0,0,0,1,3,2,0,0,0,0,0,2,2,1,0,1,2,2,0,0,3,0,0,3,1,0,1,0,0,1,0,0,0
Dugesia sp.,5021,Dugesia,sp.,0,0,1,2,1.5,0.75,0.75,0,3.75,0.25,0,1,3,4,3,2,0,2,1,4,2,0,0,3,0,3,1,0,4,0,0,0,2,0,0,2,1,0,0,0,0,0,0,1,3,3,1,0,1,2,0,1,2,2,3,3,3,3,1,1,2,3,1,0,1,2,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,8.75,1.25,0,0,1,0,5,0,0,0,0,3,0,0,0,0,0,0,1,2,3,0,0,0,2,0,0,1,0,2,0,0,3,3,0,3,0,3,0,3,0,0,0,0,2,0,0,0,2
Helophorus sp.,12529,Helophorus,sp. Ad.,0,0,0.074074074,0.185185185,0.185185185,0.148148148,0.333333333,0,9.074074074,0,0,0,0,0,0,0,0,5,0,1,2,2,2,1,0,3,1,1,0,0,0,0,1,3,0,3,3,0,1,0,0,0,0,0,3,1,0,0,NA,NA,NA,1,1,2,3,3,3,3,2,0,1,3,3,0,1,1,3,0,0,0,0,0,0,0,10,0,0,0,1,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,7,0,3,1,0,3,3,0,0,0,0,0,0,1,3,0,0,3,3,0,0,0,0,0,0,0,0,3,1,1,0,3,1,1,0,2,1,3,0,3,1,0,0,0,0,0,0,3,0
Micronectinae Gen. sp.,19893,NA,NA,0,0,0.555555556,0.777777778,0.333333333,0.222222222,0.222222222,0.333333333,7.555555556,0,0,0.5,1,1,0,0,0,3.5,0.5,2,2,0,0,2.5,0,3,0.5,0,2,1,1,0.5,2.5,0,0,2.5,1.5,0,0.363636364,0.545454545,0,0,0.090909091,0,2,1,0.5,0,NA,NA,NA,0,0,1,2,2,3,2.5,2,0,1,1,2,0,1.5,1,2,0.153846154,0.230769231,0,0,9.615384615,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,3,2,0,3,0,0,0,7.153846154,0,0.384615385,0,2.461538462,0.5,0,4,1,0,0,0,0,1,0,1.5,2,0,1.5,0.5,1.5,0,0,0,0,0,0,0,1,0,1.5,1.5,0,1,3,3,0,2.5,3,0,0,0.5,1.5,0,0,2,2.5,0,0,0,0
Caenis sp.,4528,Caenis,sp.,0,0.333333333,0.5,1.166666667,1.75,1.75,1.166666667,0.333333333,2.166666667,0.833333333,0,1,2,3,3,4,0,4,2,4,2,1,1,3,0,3,1,0,2,2,3,3,4,0,2,3,5,0,0,0,0,0,0,1,3,3,1,0,0,1,0,0,0,1,1,2,3,3,1,0,1,3,1,0,1,3,2,0,0,0,0,10,0,0,0,0,0,1,4,2,1,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,1,1,0,0,1,3,0,0,0,0,2,3,0,0,0,0,2,0,0,1,2,2,1,1,1,3,3,0,0,3,0,0,1,3,0,1,2,0,0,0,0,0
Ptychoptera sp.,7492,Ptychoptera,sp.,2,4,1,0,0,0,0,0,3,0,2,1,1,0,0,0,0,2,0,2,4,5,0,2,0,3,0,0,0,0,1,1,1,0,0,5,4,0,0,0,1,0,0,0,3,3,0,0,0,1,0,1,1,1,2,2,3,3,0,0,0,1,3,2,0,0,3,0,0,0,5,5,0,0,0,0,0,1,2,4,2,2,0,0,0,0,0,3,2,0,0,0,0,0,0,0,6,4,0,0,0,0,1,2,4,0,0,0,1,1,0,3,0,0,0,0,0,3,1,0,0,0,0,3,0,2,1,0,1,3,3,3,0,3,0,0,3,2,0,2,3,0,0,0,0,0
Sisyra sp.,6870,Sisyra,sp.,0,0,0,0,0.75,2,2,0,4.75,0.5,0,0,0,1,1,0,0,2,0,4,2,0,0,2,0,3,2,0,3,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,3,3,1,1,NA,NA,NA,0,0,0,0,0,3,3,0,0,0,3,2,0,0,1,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,3,0,3,0,0,0,5,5,0,0,0,2,3,0,0,0,0,0,3,0,2,0,0,3,0,0,0,0,0,0,3,0,3,0,2,2,0,2,0,3,0,0,3,0,0,2,2,0,1,0,0,1,0,3,0
Niphargus sp.,6127,Niphargus,sp.,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,5,3,1,0,1,1,3,5,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,3,0,0,0,0,1,1,1,3,3,0,3,1,1,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,5,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,5,0,5,0,0,0,0,1,3,1,3,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,3,3,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0
Limnophora sp.,5872,Limnophora,sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polycentropus sp.,6472,Polycentropus,sp.,0,0,2.8125,3.4375,2.8125,0.6875,0.125,0.125,0,0,1,2,3,3,4,4,2,3,2,4,0,0,1,2,0,3,1,1,4,1,1,0,3,0,2,0,1,0,0,0,1,0,0,0,2,3,2,0,1,0,0,0,0,2,3,3,3,3,1,1,3,3,1,0,2,2,1,0,0,0,0,0,0,1,9,0,0,0,1,1,3,1,0,3,4,0,0,0,1,0,1,0,3,0,0,0,0,0,10,0,0,0,1,1,0,0,3,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,1,1,1,2,3,3,3,0,3,1,1,3,2,0,0,0,3,0,0,0,0
Riolus sp.,12117,Riolus,sp. Ad.,0,1,2,2.5,3,1,0,0,0.5,0,1,3,3,3,1,0,0,0,3,3,0,0,0,0,0,3,1,0,3,3,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,1,0,0,0,0,0,0,0,3,3,0,0,2,3,0,0,3,2,0,10,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,5.5,3.5,0,1,0,0,4,0,0,0,0,1,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,2,1,0,2,3,3,0,2,1,3,0,3,0,0,0,0,3,0,0,0,0
Rhyacophila sp.,6780,Rhyacophila,sp.,1.101123596,2.08988764,3.056179775,2.651685393,0.95505618,0.146067416,0,0,0,0,2,4,3,2,1,1,0,1,4,2,0,0,1,1,0,3,3,2,5,1,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,1,3,2,1,1,0,1,1,2,3,3,3,3,0,2,3,2,1,0,3,2,0,0,0,0,0,0,0,0,10,0,0,0,1,1,1,0,0,1,5,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,2,3,0,0,1,0,2,2,0,0,0,0,0,1,3,2,0,0,1,0,0,2,3,3,2,1,2,3,3,3,0,3,2,1,2,1,0,0,3,0,1,0,0,0
Lepidoptera Gen. sp.,10630,Lepidoptera,Gen. sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,8,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
